#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
131425	IPR004907	ATPase, V1 complex, subunit C	HMMPfam	PF03223	V-ATPase subunit C	1	6,	376,	2.1E-115
131425	\N	\N	SUPERFAMILY	SSF118203	\N	1	6,	381,	8.11E-120
131434	\N	\N	HMMPfam	PF13415	Galactose oxidase, central domain	3	90,146,199,	138,196,250,	1.7E-9,1.7E-5,1.0E-9
131434	\N	\N	HMMPfam	PF13418	Galactose oxidase, central domain	1	308,	355,	5.2E-4
131434	IPR025183	Domain of unknown function DUF4110	HMMPfam	PF13422	Domain of unknown function (DUF4110)	1	536,	620,	1.1E-25
131434	\N	\N	SUPERFAMILY	SSF117281	\N	2	89,424,	355,472,	3.53E-53,3.53E-53
131436	\N	\N	HMMPfam	PF11789	Zinc-finger of the MIZ type in Nse subunit	1	235,	291,	1.7E-13
131436	IPR004181	Zinc finger, MIZ-type	ProSiteProfiles	PS51044	Zinc finger SP-RING-type profile.	1	232,	308,	15.178
131436	\N	\N	SUPERFAMILY	SSF57850	\N	1	243,	291,	2.36E-8
131456	\N	\N	HMMPfam	PF13738	Pyridine nucleotide-disulphide oxidoreductase	1	73,	278,	7.6E-18
131456	\N	\N	SUPERFAMILY	SSF51905	\N	2	68,352,	298,575,	5.18E-43,3.63E-14
131458	IPR006016	UspA	HMMPfam	PF00582	Universal stress protein family	1	52,	185,	1.1E-4
131458	\N	\N	SUPERFAMILY	SSF52402	\N	1	53,	187,	4.1E-9
131461	IPR001365	Adenosine/AMP deaminase domain	HMMPfam	PF00962	Adenosine/AMP deaminase	1	413,	819,	1.1E-108
131461	IPR006329	AMP deaminase	PIRSF	PIRSF001251	\N	1	63,	868,	805.0
131461	IPR006650	Adenosine/AMP deaminase active site	ProSitePatterns	PS00485	Adenosine and AMP deaminase signature.	1	761,	767,	-
131461	\N	\N	SUPERFAMILY	SSF51556	\N	2	218,306,	274,853,	2.67E-186,2.67E-186
131461	IPR006329	AMP deaminase	TIGRFAM	TIGR01429	AMP_deaminase: AMP deaminase	1	237,	855,	6.6E-295
131473	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	HMMPfam	PF00503	G-protein alpha subunit	1	39,	399,	1.1E-109
131473	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	PRINTS	PR00318	Alpha G protein (transducin) signature	5	44,223,252,274,320,	59,245,269,302,329,	5.7E-45,5.7E-45,5.7E-45,5.7E-45,5.7E-45
131473	IPR002975	Fungal G-protein, alpha subunit	PRINTS	PR01241	Fungal G protein alpha subunit signature	5	68,241,331,358,386,	80,251,343,369,396,	2.6E-9,2.6E-9,2.6E-9,2.6E-9,2.6E-9
131473	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	SMART	SM00275	G protein alpha subunit	1	8,	409,	2.6E-145
131473	IPR011025	G protein alpha subunit, helical insertion	SUPERFAMILY	SSF47895	\N	2	70,163,	116,237,	3.92E-24,3.92E-24
131473	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	41,235,	70,402,	1.56E-53,1.56E-53
131478	IPR001841	Zinc finger, RING-type	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	1	192,	233,	9.229
131478	\N	\N	SUPERFAMILY	SSF57850	\N	1	191,	238,	1.1E-8
131481	IPR000120	Amidase	HMMPfam	PF01425	Amidase	1	76,	525,	2.2E-77
131481	\N	\N	PIRSF	PIRSF001221	\N	1	2,	537,	545.0
131481	IPR023631	Amidase signature domain	SUPERFAMILY	SSF75304	\N	1	32,	533,	1.26E-118
131482	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	HMMPfam	PF00136	DNA polymerase family B	1	744,	1179,	1.4E-106
131482	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain	HMMPfam	PF03104	DNA polymerase family B, exonuclease domain	1	344,	669,	4.8E-26
131482	IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha	HMMPfam	PF08996	DNA Polymerase alpha zinc finger	1	1193,	1374,	1.1E-54
131482	IPR024647	DNA polymerase alpha catalytic subunit, N-terminal domain	HMMPfam	PF12254	DNA polymerase alpha subunit p180 N terminal	1	7,	69,	8.4E-19
131482	IPR006172	DNA-directed DNA polymerase, family B	PRINTS	PR00106	DNA-directed DNA-polymerase family B signature	3	797,880,932,	810,892,940,	1.1E-11,1.1E-11,1.1E-11
131482	IPR017964	DNA-directed DNA polymerase, family B, conserved site	ProSitePatterns	PS00116	DNA polymerase family B signature.	1	934,	942,	-
131482	IPR006172	DNA-directed DNA polymerase, family B	SMART	SM00486	DNA polymerase type-B family	1	496,	946,	5.7E-90
131482	IPR012337	Ribonuclease H-like domain	SUPERFAMILY	SSF53098	\N	2	309,570,	534,764,	1.33E-56,1.33E-56
131482	\N	\N	SUPERFAMILY	SSF56672	\N	1	759,	1169,	4.67E-108
131482	\N	\N	TIGRFAM	TIGR00592	pol2: DNA polymerase (pol2)	1	24,	1158,	1.7E-240
131486	IPR009453	IMP-specific 5-nucleotidase	HMMPfam	PF06437	IMP-specific 5'-nucleotidase	1	1,	405,	9.5E-182
131486	IPR009453	IMP-specific 5-nucleotidase	PIRSF	PIRSF028836	\N	1	1,	416,	420.0
131486	IPR023214	HAD-like domain	SUPERFAMILY	SSF56784	\N	2	147,235,	196,405,	8.71E-10,8.71E-10
131493	IPR000873	AMP-dependent synthetase/ligase	HMMPfam	PF00501	AMP-binding enzyme	1	36,	507,	2.2E-58
131493	IPR025110	AMP-binding enzyme C-terminal domain	HMMPfam	PF13193	AMP-binding enzyme C-terminal domain	1	516,	594,	3.9E-10
131493	\N	\N	SUPERFAMILY	SSF56801	\N	1	22,	606,	1.83E-88
131496	IPR028005	N-acetyltransferase ESCO, zinc-finger	HMMPfam	PF13878	zinc-finger of acetyl-transferase ESCO	1	69,	105,	6.6E-13
131496	IPR028009	N-acetyltransferase ESCO, acetyl-transferase domain	HMMPfam	PF13880	ESCO1/2 acetyl-transferase	1	201,	264,	7.6E-20
131501	IPR011611	Carbohydrate kinase PfkB	HMMPfam	PF00294	pfkB family carbohydrate kinase	1	164,	293,	2.5E-16
131501	IPR029056	Ribokinase-like	SUPERFAMILY	SSF53613	\N	1	6,	293,	8.57E-37
131505	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	HMMPfam	PF01663	Type I phosphodiesterase / nucleotide pyrophosphatase	1	252,	354,	2.3E-14
131505	IPR017850	Alkaline-phosphatase-like, core domain	SUPERFAMILY	SSF53649	\N	1	108,	380,	2.75E-37
131513	IPR024420	TRAPP III complex, Trs85	HMMPfam	PF12739	ER-Golgi trafficking TRAPP I complex 85 kDa subunit	1	204,	555,	2.0E-89
131515	IPR008630	Galactosyl transferase	HMMPfam	PF05637	galactosyl transferase GMA12/MNN10 family	1	65,	300,	1.3E-58
131515	IPR029044	Nucleotide-diphospho-sugar transferases	SUPERFAMILY	SSF53448	\N	2	110,205,	168,292,	7.31E-6,7.31E-6
131516	IPR004240	Nonaspanin (TM9SF)	HMMPfam	PF02990	Endomembrane protein 70	1	57,	598,	3.1E-189
131516	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	287,	468,	1.54E-5
131518	IPR000357	HEAT	HMMPfam	PF02985	HEAT repeat	1	876,	905,	0.0023
131518	IPR001494	Importin-beta, N-terminal domain	HMMPfam	PF03810	Importin-beta N-terminal domain	1	31,	92,	1.9E-7
131518	IPR001494	Importin-beta, N-terminal domain	ProSiteProfiles	PS50166	Importin-beta N-terminal domain profile.	1	27,	94,	11.431
131518	IPR001494	Importin-beta, N-terminal domain	SMART	SM00913	Importin-beta N-terminal domain	1	27,	94,	2.1E-6
131518	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	3	7,643,719,	614,788,1043,	5.76E-94,5.76E-94,1.38E-33
131522	IPR012923	Replication fork protection component Swi3	HMMPfam	PF07962	Replication Fork Protection Component Swi3	1	49,	131,	2.5E-25
131525	IPR029060	PIN domain-like	SUPERFAMILY	SSF88723	\N	1	2,	171,	4.49E-14
131526	IPR013025	Ribosomal protein L25/L23	HMMPfam	PF00276	Ribosomal protein L23	1	76,	161,	1.9E-16
131526	IPR012678	Ribosomal protein L23/L15e core domain	SUPERFAMILY	SSF54189	\N	1	81,	161,	1.69E-10
131529	IPR000086	NUDIX hydrolase domain	HMMPfam	PF00293	NUDIX domain	1	140,	263,	4.8E-7
131529	IPR000086	NUDIX hydrolase domain	ProSiteProfiles	PS51462	Nudix hydrolase domain profile.	1	122,	272,	13.045
131529	IPR015797	NUDIX hydrolase domain-like	SUPERFAMILY	SSF55811	\N	1	97,	279,	8.94E-24
131533	IPR000873	AMP-dependent synthetase/ligase	HMMPfam	PF00501	AMP-binding enzyme	1	30,	437,	4.0E-62
131533	IPR025110	AMP-binding enzyme C-terminal domain	HMMPfam	PF13193	AMP-binding enzyme C-terminal domain	1	446,	522,	9.8E-15
131533	\N	\N	SUPERFAMILY	SSF56801	\N	1	26,	534,	1.7E-98
131536	IPR007318	Phospholipid methyltransferase	HMMPfam	PF04191	Phospholipid methyltransferase	1	100,	199,	7.4E-34
131536	IPR024960	Phosphatidyl-N-methylethanolamine/N-methyltransferase	PIRSF	PIRSF005444	\N	1	2,	208,	207.0
131536	IPR024960	Phosphatidyl-N-methylethanolamine/N-methyltransferase	ProSiteProfiles	PS51599	Phospholipid methyltransferases (EC 2.1.1.17 and EC=2.1.1.71) family profile.	1	13,	208,	63.157
131537	IPR013149	Alcohol dehydrogenase, C-terminal	HMMPfam	PF00107	Zinc-binding dehydrogenase	1	179,	315,	1.2E-30
131537	IPR013154	Alcohol dehydrogenase GroES-like	HMMPfam	PF08240	Alcohol dehydrogenase GroES-like domain	1	28,	139,	1.5E-26
131537	IPR002328	Alcohol dehydrogenase, zinc-type, conserved site	ProSitePatterns	PS00059	Zinc-containing alcohol dehydrogenases signature.	1	65,	79,	-
131537	IPR020843	Polyketide synthase, enoylreductase domain	SMART	SM00829	Enoylreductase	1	10,	351,	1.0E-5
131537	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	6,	177,	6.85E-52
131537	\N	\N	SUPERFAMILY	SSF51735	\N	1	142,	320,	1.84E-38
131539	IPR003495	CobW/HypB/UreG domain	HMMPfam	PF02492	CobW/HypB/UreG, nucleotide-binding domain	1	68,	265,	2.5E-41
131539	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	66,	285,	1.53E-30
131539	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	SUPERFAMILY	SSF90002	\N	1	331,	407,	1.57E-9
131541	IPR013130	Ferric reductase transmembrane component-like domain	HMMPfam	PF01794	Ferric reductase like transmembrane component	1	142,	254,	2.2E-17
131541	IPR013112	FAD-binding 8	HMMPfam	PF08022	FAD-binding domain	1	349,	435,	9.6E-17
131541	IPR017927	Ferredoxin reductase-type FAD-binding domain	ProSiteProfiles	PS51384	Ferredoxin reductase-type FAD binding domain profile.	1	280,	439,	9.982
131541	\N	\N	SUPERFAMILY	SSF52343	\N	1	459,	580,	4.32E-12
131541	IPR017938	Riboflavin synthase-like beta-barrel	SUPERFAMILY	SSF63380	\N	1	342,	434,	1.61E-6
131544	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	HMMPfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	1	264,	411,	4.7E-40
131544	IPR006091	Acyl-CoA oxidase/dehydrogenase, central domain	HMMPfam	PF02770	Acyl-CoA dehydrogenase, middle domain	1	157,	208,	1.2E-21
131544	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	HMMPfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	1	41,	153,	6.0E-29
131544	\N	\N	PIRSF	PIRSF016578	\N	1	30,	414,	373.0
131544	IPR006089	Acyl-CoA dehydrogenase, conserved site	ProSitePatterns	PS00072	Acyl-CoA dehydrogenases signature 1.	1	159,	171,	-
131544	IPR006089	Acyl-CoA dehydrogenase, conserved site	ProSitePatterns	PS00073	Acyl-CoA dehydrogenases signature 2.	1	371,	390,	-
131544	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	SUPERFAMILY	SSF47203	\N	1	263,	414,	2.9E-45
131544	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	SUPERFAMILY	SSF56645	\N	1	41,	275,	1.01E-79
131545	IPR000022	Carboxyl transferase	HMMPfam	PF01039	Carboxyl transferase domain	1	86,	551,	5.4E-139
131545	IPR011762	Acetyl-coenzyme A carboxyltransferase, N-terminal	ProSiteProfiles	PS50980	Acetyl-coenzyme A carboxyltransferase domain N-terminal region profile.	1	66,	281,	31.757
131545	IPR011763	Acetyl-coenzyme A carboxyltransferase, C-terminal	ProSiteProfiles	PS50989	Acetyl-coenzyme A carboxyltransferase domain C-terminal region profile.	1	282,	559,	52.946
131545	IPR029045	ClpP/crotonase-like domain	SUPERFAMILY	SSF52096	\N	2	85,276,	308,548,	3.08E-64,4.26E-69
131547	IPR000408	Regulator of chromosome condensation, RCC1	HMMPfam	PF00415	Regulator of chromosome condensation (RCC1) repeat	1	81,	131,	6.9E-7
131547	\N	\N	HMMPfam	PF13540	Regulator of chromosome condensation (RCC1) repeat	1	490,	518,	4.2E-8
131547	IPR000408	Regulator of chromosome condensation, RCC1	ProSiteProfiles	PS50012	Regulator of chromosome condensation (RCC1) repeat profile.	2	79,506,	139,572,	11.288,11.368
131547	IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	SUPERFAMILY	SSF50985	\N	2	80,289,	153,522,	4.45E-30,4.45E-30
131547	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	18,	77,	9.32E-10
131549	IPR001841	Zinc finger, RING-type	HMMPfam	PF13639	Ring finger domain	1	31,	70,	9.0E-8
131549	IPR017907	Zinc finger, RING-type, conserved site	ProSitePatterns	PS00518	Zinc finger RING-type signature.	1	47,	56,	-
131549	IPR001841	Zinc finger, RING-type	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	1	32,	70,	12.578
131549	IPR001841	Zinc finger, RING-type	SMART	SM00184	Ring finger	1	32,	69,	9.4E-6
131549	\N	\N	SUPERFAMILY	SSF57850	\N	1	24,	78,	2.83E-14
131552	IPR002629	Cobalamin-independent methionine synthase MetE, C-terminal/archaeal	HMMPfam	PF01717	Cobalamin-independent synthase, Catalytic domain	1	432,	752,	1.5E-130
131552	IPR013215	Cobalamin-independent methionine synthase MetE, N-terminal	HMMPfam	PF08267	Cobalamin-independent synthase, N-terminal domain	1	4,	318,	7.0E-119
131552	IPR006276	Cobalamin-independent methionine synthase	PIRSF	PIRSF000382	\N	1	1,	756,	761.0
131552	\N	\N	SUPERFAMILY	SSF51726	\N	2	4,397,	394,755,	1.44E-112,3.01E-107
131552	IPR006276	Cobalamin-independent methionine synthase	TIGRFAM	TIGR01371	met_syn_B12ind: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	1	7,	755,	0.0
131555	IPR005365	Nitrogen permease regulator 3	HMMPfam	PF03666	Nitrogen Permease regulator of amino acid transport activity 3	1	207,	529,	2.3E-100
131556	IPR000873	AMP-dependent synthetase/ligase	HMMPfam	PF00501	AMP-binding enzyme	1	18,	407,	1.5E-82
131556	IPR025110	AMP-binding enzyme C-terminal domain	HMMPfam	PF13193	AMP-binding enzyme C-terminal domain	1	416,	491,	7.7E-16
131556	IPR020845	AMP-binding, conserved site	ProSitePatterns	PS00455	Putative AMP-binding domain signature.	1	163,	174,	-
131556	\N	\N	SUPERFAMILY	SSF56801	\N	1	20,	503,	1.18E-130
131557	IPR007248	Mpv17/PMP22	HMMPfam	PF04117	Mpv17 / PMP22 family	1	151,	209,	1.0E-14
131558	IPR000292	Formate/nitrite transporter	HMMPfam	PF01226	Formate/nitrite transporter	1	16,	271,	1.6E-65
131568	IPR002813	Arginine biosynthesis protein ArgJ	HMMPfam	PF01960	ArgJ family	1	30,	431,	2.9E-150
131568	IPR016117	ArgJ-like domain	SUPERFAMILY	SSF56266	\N	1	26,	428,	2.09E-125
131568	IPR002813	Arginine biosynthesis protein ArgJ	TIGRFAM	TIGR00120	ArgJ: glutamate N-acetyltransferase/amino-acid acetyltransferase	1	22,	431,	6.9E-143
131569	IPR015418	Histone H4 acetyltransferase, NuA4 complex, Eaf6	HMMPfam	PF09340	Histone acetyltransferase subunit NuA4	1	13,	86,	6.8E-26
131570	IPR006939	SNF5/SMARCB1/INI1	HMMPfam	PF04855	SNF5 / SMARCB1 / INI1	1	386,	608,	3.3E-75
131572	IPR004154	Anticodon-binding	HMMPfam	PF03129	Anticodon binding domain	1	427,	527,	1.4E-11
131572	\N	\N	HMMPfam	PF13393	Histidyl-tRNA synthetase	1	50,	331,	6.3E-32
131572	IPR004516	Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit	PIRSF	PIRSF001549	\N	1	41,	528,	438.0
131572	IPR006195	Aminoacyl-tRNA synthetase, class II	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	1	42,	423,	10.141
131572	IPR004154	Anticodon-binding	SUPERFAMILY	SSF52954	\N	1	424,	528,	1.64E-15
131572	\N	\N	SUPERFAMILY	SSF55681	\N	2	46,365,	329,411,	5.18E-72,5.18E-72
131573	IPR008012	Proteasome maturation factor UMP1	HMMPfam	PF05348	Proteasome maturation factor UMP1	1	2,	109,	2.2E-28
131577	IPR003169	GYF	HMMPfam	PF02213	GYF domain	1	272,	322,	1.6E-12
131577	IPR003169	GYF	ProSiteProfiles	PS50829	GYF domain profile.	1	270,	318,	10.807
131577	IPR003169	GYF	SMART	SM00444	Contains conserved Gly-Tyr-Phe residues	1	271,	323,	3.1E-5
131577	IPR003169	GYF	SUPERFAMILY	SSF55277	\N	1	258,	324,	4.45E-17
131578	IPR018624	Sec62/63 complex, subunit Sec66	HMMPfam	PF09802	Preprotein translocase subunit Sec66	1	6,	169,	2.3E-68
131580	IPR013126	Heat shock protein 70 family	HMMPfam	PF00012	Hsp70 protein	1	5,	638,	8.3E-150
131580	IPR013126	Heat shock protein 70 family	PRINTS	PR00301	70kDa heat shock protein signature	5	3,31,140,333,364,	16,43,160,349,384,	4.8E-17,4.8E-17,4.8E-17,4.8E-17,4.8E-17
131580	IPR018181	Heat shock protein 70, conserved site	ProSitePatterns	PS00329	Heat shock hsp70 proteins family signature 2.	1	199,	212,	-
131580	IPR018181	Heat shock protein 70, conserved site	ProSitePatterns	PS01036	Heat shock hsp70 proteins family signature 3.	1	336,	350,	-
131580	IPR029047	Heat shock protein 70kD, peptide-binding domain	SUPERFAMILY	SSF100920	\N	2	412,520,	491,571,	2.16E-6,2.16E-6
131580	IPR029048	Heat shock protein 70kD, C-terminal domain	SUPERFAMILY	SSF100934	\N	1	538,	637,	3.53E-27
131580	\N	\N	SUPERFAMILY	SSF53067	\N	2	3,194,	184,380,	4.14E-45,2.07E-50
131587	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC transporter	2	454,696,	583,936,	2.2E-17,4.7E-23
131587	IPR017871	ABC transporter, conserved site	ProSitePatterns	PS00211	ABC transporters family signature.	2	555,908,	569,922,	-,-
131587	IPR021133	HEAT, type 2	ProSiteProfiles	PS50077	HEAT repeat profile.	1	179,	217,	8.635
131587	IPR003439	ABC transporter-like	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	2	434,678,	652,1004,	12.819,13.592
131587	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	2	463,704,	628,987,	1.1E-10,3.5E-4
131587	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	6	13,257,578,726,921,1010,	222,435,650,811,970,1044,	3.22E-48,3.22E-48,3.22E-48,3.22E-48,3.22E-48,3.22E-48
131587	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	3	444,679,841,	631,740,986,	3.35E-38,2.5E-31,2.5E-31
131589	IPR006083	Phosphoribulokinase/uridine kinase	HMMPfam	PF00485	Phosphoribulokinase / Uridine kinase family	1	24,	162,	1.4E-6
131589	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	18,	205,	1.33E-27
131593	IPR014731	Electron transfer flavoprotein, alpha subunit, C-terminal	HMMPfam	PF00766	Electron transfer flavoprotein FAD-binding domain	1	213,	298,	4.2E-36
131593	IPR014730	Electron transfer flavoprotein, alpha/beta-subunit, N-terminal	HMMPfam	PF01012	Electron transfer flavoprotein domain	1	25,	177,	1.7E-39
131593	IPR001308	Electron transfer flavoprotein, alpha subunit	PIRSF	PIRSF000089	\N	1	21,	336,	325.0
131593	IPR018206	Electron transfer flavoprotein, alpha subunit, C-terminal, conserved site	ProSitePatterns	PS00696	Electron transfer flavoprotein alpha-subunit signature.	1	278,	304,	-
131593	IPR014730	Electron transfer flavoprotein, alpha/beta-subunit, N-terminal	SMART	SM00893	Electron transfer flavoprotein domain	1	25,	206,	3.9E-52
131593	\N	\N	SUPERFAMILY	SSF52402	\N	1	24,	210,	2.58E-57
131593	IPR029035	DHS-like NAD/FAD-binding domain	SUPERFAMILY	SSF52467	\N	1	213,	333,	7.63E-45
131595	IPR011547	Sulphate transporter	HMMPfam	PF00916	Sulfate transporter family	1	193,	461,	3.5E-59
131595	IPR002645	STAS domain	HMMPfam	PF01740	STAS domain	1	545,	657,	1.3E-16
131595	IPR030402	Sulfate transporter N-terminal domain with GLY motif	HMMPfam	PF13792	Sulfate transporter N-terminal domain with GLY motif	1	77,	159,	1.3E-27
131595	IPR002645	STAS domain	ProSiteProfiles	PS50801	STAS domain profile.	1	542,	674,	22.328
131595	IPR002645	STAS domain	SUPERFAMILY	SSF52091	\N	1	545,	674,	3.92E-14
131596	IPR000994	Peptidase M24, structural domain	HMMPfam	PF00557	Metallopeptidase family M24	1	161,	419,	7.1E-56
131596	IPR007865	Aminopeptidase P, N-terminal	HMMPfam	PF05195	Aminopeptidase P, N-terminal domain	1	8,	122,	1.5E-20
131596	IPR007865	Aminopeptidase P, N-terminal	SMART	SM01011	Aminopeptidase P, N-terminal domain	1	6,	141,	1.1E-27
131596	IPR028980	Creatinase/Aminopeptidase P, N-terminal	SUPERFAMILY	SSF53092	\N	1	5,	154,	3.66E-26
131596	IPR000994	Peptidase M24, structural domain	SUPERFAMILY	SSF55920	\N	1	156,	437,	3.01E-70
131605	IPR001623	DnaJ domain	HMMPfam	PF00226	DnaJ domain	1	7,	65,	4.0E-24
131605	IPR002939	Chaperone DnaJ, C-terminal	HMMPfam	PF01556	DnaJ C terminal domain	1	283,	362,	9.1E-22
131605	IPR001623	DnaJ domain	PRINTS	PR00625	DnaJ domain signature	3	8,40,60,	26,60,79,	1.9E-18,1.9E-18,1.9E-18
131605	IPR018253	DnaJ domain, conserved site	ProSitePatterns	PS00636	Nt-dnaJ domain signature.	1	45,	64,	-
131605	IPR001623	DnaJ domain	ProSiteProfiles	PS50076	dnaJ domain profile.	1	6,	68,	22.655
131605	IPR001623	DnaJ domain	SMART	SM00271	DnaJ molecular chaperone homology domain	1	5,	60,	7.7E-26
131605	IPR001623	DnaJ domain	SUPERFAMILY	SSF46565	\N	1	2,	112,	2.88E-29
131605	IPR008971	HSP40/DnaJ peptide-binding	SUPERFAMILY	SSF49493	\N	2	199,276,	273,364,	8.11E-17,2.75E-21
131606	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	6	39,58,102,146,234,278,	53,94,138,179,270,313,	0.079,0.0018,1.6E-11,1.4E-4,4.1E-9,2.0E-10
131606	IPR020472	G-protein beta WD-40 repeat	PRINTS	PR00320	G protein beta WD-40 repeat signature	3	125,257,300,	139,271,314,	1.1E-7,1.1E-7,1.1E-7
131606	IPR019775	WD40 repeat, conserved site	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	3	40,125,300,	54,139,314,	-,-,-
131606	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	5	106,147,190,238,281,	147,188,231,279,322,	17.526,10.542,8.737,13.583,15.22
131606	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	40,	338,	50.225
131606	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	7	16,56,99,141,182,231,274,	53,94,138,179,222,270,313,	72.0,0.0024,1.3E-11,2.2E-5,0.2,2.1E-7,3.2E-9
131606	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	1	38,	334,	2.2E-72
131609	IPR018466	Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family	HMMPfam	PF10342	Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family	1	30,	115,	2.7E-14
